path,prov,role,type,size,lines,indeg,outdeg,pagerank,M_EC,M_ZS,M_sem,tau_local,orbit_index,w_seed
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/ext/ext19.py,canon,experiment,python,5764,130.0,0,0,0.002302,0.455539,0.453407,0.454579,4.519,2,0.004
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/ext/ext4.py,canon,experiment,python,5093,125.0,0,0,0.002302,0.455023,0.452891,0.454063,4.517,2,0.724
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/demo_memory_system.py,canon,memory,python,13067,401.0,0,0,0.002302,0.542412,0.568281,0.454053,4.517,2,0.08
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/mathematics/paradoxes/paradox_operators.py,canon,experiment,python,3503,107.0,0,0,0.002302,0.452978,0.450846,0.452018,4.508,2,0.618
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/core/physics/ciel0_framework.py,canon,other,python,26823,692.0,1,0,0.002499,0.438671,0.467518,0.451652,4.547,2,0.981
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/emotion/cqcl/quantum_engine.py,canon,experiment,python,3355,88.0,0,0,0.002302,0.450411,0.448279,0.449452,4.496,2,0.179
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/demo_m6_identity_memory.py,canon,memory,python,10966,280.0,0,0,0.002302,0.537662,0.56353,0.449303,4.495,2,0.364
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/emotion/cqcl/cqcl_program.py,canon,experiment,python,2465,83.0,0,0,0.002302,0.449644,0.447512,0.448685,4.493,2,0.179
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/core/physics/definite_kernel.py,canon,other,python,29803,671.0,0,0,0.002302,0.433228,0.462596,0.446444,4.483,2,0.822
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/core/quantum/quantum_engine.py,canon,other,python,22838,596.0,0,0,0.002302,0.431658,0.461026,0.444874,4.476,2,0.947
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/mathematics/lie4/matrix_engine.py,canon,experiment,python,1831,57.0,0,0,0.002302,0.444731,0.442599,0.443771,4.471,2,0.412
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/mathematics/lie4/collatz_lie4.py,canon,experiment,python,1542,55.0,0,0,0.002302,0.444265,0.442133,0.443306,4.469,2,1.252
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/coriolis_cymatics.py,canon,other,python,17184,449.0,0,0,0.002302,0.427909,0.457277,0.441124,4.459,2,0.879
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/relational_formalism.py,canon,other,python,18337,448.0,0,0,0.002302,0.427879,0.457247,0.441095,4.459,2,1.036
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/orbital/extract_geometry.py,canon,other,python,11370,285.0,1,0,0.002628,0.427314,0.456544,0.440467,4.503,2,0.99
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/ext/extemot.py,canon,other,python,20071,373.0,0,0,0.002302,0.425455,0.454823,0.43867,4.448,2,0.803
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/demo_vocabulary_resolve.py,canon,vocabulary,python,867,28.0,0,0,0.002302,0.499536,0.583404,0.437277,4.441,2,0.563
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/demo_holonomic_orchestrator.py,canon,runtime,python,3236,48.0,0,0,0.002302,0.522494,0.552862,0.43616,4.436,2,1.168
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/monolit.py,canon,other,python,12176,271.0,0,0,0.002302,0.42123,0.450598,0.434446,4.429,2,1.295
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/demo_m3_semantic_memory.py,canon,memory,python,2932,87.0,0,0,0.002302,0.522261,0.548129,0.433902,4.426,2,0.772
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/phase_sweep_analysis.py,canon,other,python,9407,240.0,0,0,0.002302,0.419625,0.448993,0.432841,4.421,2,0.708
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/ciel/engine.py,canon,other,python,5845,149.0,1,0,0.002791,0.419239,0.448956,0.432612,4.477,2,1.124
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/core/physics/reality_laws.py,canon,other,python,9860,222.0,0,0,0.002302,0.418596,0.447964,0.431811,4.417,2,1.201
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/demo_m5_affective_memory.py,canon,memory,python,2367,56.0,0,0,0.002302,0.5165,0.542368,0.428141,4.4,2,0.351
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/demo_m4_procedural_memory.py,canon,memory,python,2411,55.0,0,0,0.002302,0.516265,0.542133,0.427906,4.399,2,0.26
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/ciel/__main__.py,canon,other,python,5292,165.0,0,4,0.002302,0.41468,0.444048,0.427895,4.399,2,0.263
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/vocabulary/test_gguf_pipeline.py,canon,vocabulary,python,12256,343.0,0,0,0.002302,0.532346,0.566214,0.427586,4.398,2,0.528
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/ciel_client.py,canon,other,python,5653,151.0,0,0,0.002302,0.413511,0.442879,0.426727,4.394,2,0.176
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/mathematics/safe_operations.py,canon,other,python,4181,141.0,0,0,0.002302,0.412608,0.441976,0.425824,4.39,2,1.124
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/core/braid/defaults.py,canon,other,python,2479,87.0,1,10,0.002751,0.412046,0.441643,0.425364,4.442,2,0.69
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/core/physics/csf_simulator.py,canon,other,python,4420,136.0,0,0,0.002302,0.412133,0.441501,0.425348,4.388,2,0.899
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/vocabulary/test_comprehensive.py,canon,vocabulary,python,9307,279.0,0,0,0.002302,0.529615,0.563483,0.424856,4.385,2,0.149
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/demo_m1_working_memory.py,canon,memory,python,1388,42.0,0,0,0.002302,0.512761,0.538629,0.424402,4.383,2,0.856
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/demo_m0_perceptual_memory.py,canon,memory,python,1575,38.0,0,0,0.002302,0.511466,0.537334,0.423107,4.378,2,0.65
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/core/braid/adapter.py,canon,other,python,2288,71.0,1,5,0.002751,0.409384,0.438981,0.422703,4.43,2,1.129
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/inference/topology_api.py,canon,other,python,2365,63.0,1,0,0.002773,0.407888,0.437552,0.421237,4.425,2,1.177
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/inference/middleware.py,canon,other,python,2412,56.0,1,0,0.002773,0.406352,0.436016,0.4197,4.418,2,0.179
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/core/braid/phase_field.py,canon,other,python,574,22.0,3,0,0.00331,0.404805,0.43385,0.417875,4.498,2,1.171
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/core/braid/scheduler.py,canon,other,python,507,20.0,3,4,0.00331,0.403598,0.432644,0.416669,4.493,2,1.161
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/resonance/multiresonance_tensor.py,canon,other,python,1030,37.0,1,0,0.002954,0.401512,0.431715,0.415104,4.407,2,0.646
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/constraints/__init__.py,canon,constraint,python,361,15.0,2,3,0.003488,0.540076,0.614261,0.403459,4.413,2,0.652
ciel-omega-demo-main/main/__init__.py,demo,demo_test,python,0,0.0,28,0,0.021466,0.413501,0.458946,0.163951,4.473,2,0.67
ciel_rh_control_mini_repo/ciel_rh_control/models.py,mini_repo,runtime,python,744,23.0,3,0,0.005951,0.417249,0.475174,0.443315,4.215,3,0.195
ciel_rh_control_mini_repo/ciel_rh_control/controller.py,mini_repo,runtime,python,1370,35.0,2,3,0.004638,0.414265,0.469383,0.439068,4.095,3,1.012
CIEL_OMEGA_COMPLETE_SYSTEM/README.md,canon,other,text,8018,303.0,0,0,0.0,0.415838,0.438338,0.425963,4.267,3,0.951
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/HOW_AI_WORKS_WITH_CIEL.md,canon,other,text,14292,289.0,0,0,0.0,0.415212,0.437712,0.425337,4.264,3,1.18
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/emotion/utils.py,canon,other,python,3223,104.0,0,0,0.002302,0.408604,0.437972,0.42182,4.372,3,0.109
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/compute/gpu_engine.py,canon,other,python,2773,93.0,0,0,0.002302,0.407136,0.436504,0.420352,4.365,3,0.688
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/core/math_utils.py,canon,other,python,2408,86.0,0,0,0.002302,0.406109,0.435478,0.419325,4.361,3,0.464
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/calibration/rcde.py,canon,other,python,2872,85.0,0,0,0.002302,0.405956,0.435324,0.419172,4.36,3,0.565
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/README.md,canon,other,text,4463,177.0,0,0,0.0,0.408738,0.431238,0.418863,4.235,3,0.466
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/README_old.md,canon,other,text,8921,175.0,0,0,0.0,0.408588,0.431088,0.418713,4.234,3,0.54
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/ciel_wave/fourier_kernel.py,canon,other,python,2809,74.0,0,0,0.002302,0.404141,0.433509,0.417356,4.352,3,0.571
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/fields/soul_invariant.py,canon,other,python,2034,67.0,0,0,0.002302,0.402841,0.432209,0.416057,4.346,3,0.903
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/emotion/cqcl/cqcl_compiler.py,canon,experiment,python,286,6.0,0,0,0.002302,0.416681,0.414549,0.415722,4.344,3,0.075
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/ciel/cli.py,canon,other,python,1572,60.0,0,0,0.002302,0.4014,0.430768,0.414615,4.339,3,0.505
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/fields/unified_sigma_field.py,canon,other,python,1942,59.0,0,0,0.002302,0.401181,0.430549,0.414396,4.338,3,0.986
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/core/quantum/resonance_kernel.py,canon,other,python,1708,56.0,0,0,0.002302,0.4005,0.429868,0.413716,4.335,3,0.61
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/ext/extfwcku.py,canon,other,python,1807,55.0,0,0,0.002302,0.400265,0.429633,0.413481,4.334,3,0.095
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/ciel_io/simple_loader.py,canon,other,python,1658,55.0,0,0,0.002302,0.400265,0.429633,0.413481,4.334,3,0.937
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/cognition/dissociation.py,canon,other,python,1666,53.0,0,0,0.002302,0.399783,0.429151,0.412999,4.332,3,0.994
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/bio/eeg_processor.py,canon,other,python,1458,50.0,0,0,0.002302,0.399025,0.428393,0.41224,4.329,3,0.497
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/emotion/emotion_core.py,canon,other,python,1638,50.0,0,0,0.002302,0.399025,0.428393,0.41224,4.329,3,0.628
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/fields/sigma_series.py,canon,other,python,1467,49.0,0,0,0.002302,0.398762,0.42813,0.411978,4.328,3,0.601
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/core/quantum/quantum_optimiser.py,canon,other,python,1537,49.0,0,0,0.002302,0.398762,0.42813,0.411978,4.328,3,0.359
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/fields/psych_field.py,canon,other,python,1387,46.0,0,0,0.002302,0.397941,0.427309,0.411157,4.324,3,0.088
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/bio/schumann.py,canon,other,python,1392,46.0,0,0,0.002302,0.397941,0.427309,0.411157,4.324,3,0.242
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/unified_system.py,canon,other,python,1610,44.0,0,4,0.002302,0.397364,0.426732,0.41058,4.321,3,0.034
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/cognition/decision.py,canon,other,python,1106,43.0,0,0,0.002302,0.397066,0.426434,0.410282,4.32,3,0.576
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/resonance/resonance_parallel.py,canon,other,python,1400,42.0,0,0,0.002302,0.396761,0.426129,0.409977,4.319,3,1.018
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/cognition/introspection.py,canon,other,python,1032,40.0,0,0,0.002302,0.39613,0.425498,0.409345,4.316,3,1.112
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/fields/aether_field.py,canon,other,python,1180,40.0,0,3,0.002302,0.39613,0.425498,0.409345,4.316,3,0.822
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/core/physics/reality_expander.py,canon,other,python,979,38.0,0,0,0.002302,0.395466,0.424834,0.408682,4.313,3,1.007
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/cognition/perception.py,canon,other,python,1076,37.0,0,0,0.002302,0.395122,0.42449,0.408337,4.311,3,0.503
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/emotion/empathic_engine.py,canon,other,python,1028,37.0,0,0,0.002302,0.395122,0.42449,0.408337,4.311,3,0.15
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/bio/crystal_receiver.py,canon,other,python,1136,36.0,0,0,0.002302,0.394768,0.424136,0.407983,4.31,3,0.746
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/ciel_io/bootstrap.py,canon,other,python,974,35.0,0,0,0.002302,0.394404,0.423772,0.40762,4.308,3,0.608
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/cognition/prediction.py,canon,other,python,805,34.0,0,0,0.002302,0.394031,0.423399,0.407246,4.306,3,0.541
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/ciel_io/reality_logger.py,canon,other,python,832,32.0,0,0,0.002302,0.39325,0.422618,0.406466,4.303,3,0.948
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/emotion/feeling_field.py,canon,other,python,735,31.0,0,0,0.002302,0.392842,0.42221,0.406058,4.301,3,0.012
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/core/base.py,canon,other,python,712,30.0,0,0,0.002302,0.392421,0.421789,0.405636,4.299,3,0.796
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/resonance/resonance_operator.py,canon,other,python,572,26.0,0,3,0.002302,0.390588,0.419956,0.403804,4.291,3,1.009
CIEL_OMEGA_COMPLETE_SYSTEM/DATA_LAYER_POLICY.md,canon,other,text,2066,42.0,0,0,0.0,0.389893,0.412393,0.400018,4.15,3,1.112
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/test_holonomic_orchestrator.py,canon,runtime,python,2442,64.0,0,0,0.002302,0.526242,0.50661,0.397408,4.262,3,0.462
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/test_semantic_memory.py,canon,memory,python,4553,127.0,0,0,0.002302,0.527231,0.5031,0.396372,4.257,3,0.642
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/test_procedural_memory.py,canon,memory,python,4320,118.0,0,0,0.002302,0.526264,0.502132,0.395405,4.253,3,1.071
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/test_working_memory.py,canon,memory,python,3405,96.0,0,0,0.002302,0.523553,0.499421,0.392693,4.241,3,0.16
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/test_affective_memory.py,canon,memory,python,3517,95.0,0,0,0.002302,0.523415,0.499283,0.392556,4.24,3,1.051
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/test_memory_sector_integration.py,canon,runtime,python,2794,44.0,0,0,0.002302,0.521364,0.501732,0.39253,4.24,3,0.649
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/fields/README.md,canon,other,text,444,23.0,0,0,0.0,0.382158,0.404658,0.392283,4.115,3,0.7
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/test_perceptual_memory.py,canon,memory,python,3236,84.0,0,0,0.002302,0.521801,0.497669,0.390942,4.233,3,0.488
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/orbital/README.md,canon,other,text,586,20.0,0,0,0.0,0.380386,0.402886,0.390511,4.107,3,0.169
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/fields/AGENT.md,canon,other,text,510,19.0,0,0,0.0,0.379739,0.402239,0.389864,4.104,3,0.847
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/test_affective_memory_consolidation.py,canon,memory,python,2959,76.0,0,0,0.002302,0.52049,0.496358,0.38963,4.227,3,0.516
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/test_semantic_memory_consolidation.py,canon,memory,python,2875,76.0,0,0,0.002302,0.52049,0.496358,0.38963,4.227,3,1.089
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/test_procedural_memory_consolidation.py,canon,memory,python,2835,73.0,0,0,0.002302,0.519963,0.495831,0.389103,4.225,3,0.473
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/test_working_memory_consolidation.py,canon,memory,python,2317,59.0,0,0,0.002302,0.517181,0.493049,0.386321,4.212,3,1.169
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/ext/README.md,canon,other,text,383,13.0,0,0,0.0,0.375008,0.397508,0.385133,4.083,3,0.617
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/test_perceptual_memory_consolidation.py,canon,memory,python,2242,51.0,0,0,0.002302,0.515282,0.49115,0.384423,4.204,3,0.592
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/inference/README.md,canon,other,text,282,9.0,0,0,0.0,0.370544,0.393044,0.380669,4.063,3,0.241
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/test_orbital_rh_control.py,canon,runtime,python,582,16.0,0,0,0.002302,0.508451,0.488819,0.379617,4.182,3,0.74
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/ethics/__init__.py,canon,constraint,python,72,1.0,0,0,0.002302,0.500063,0.572931,0.362853,4.106,3,0.723
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/vocabulary_tools/__init__.py,canon,vocabulary,python,87,2.0,3,4,0.004411,0.489068,0.575896,0.358141,4.289,3,0.342
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/demo_full_pipeline.py,canon,demo_test,python,25322,529.0,0,0,0.002302,0.450079,0.446947,0.34867,4.043,3,0.588
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/core/braid/__init__.py,canon,other,python,676,29.0,7,12,0.006344,0.43516,0.468814,0.280304,4.162,3,1.239
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/core/__init__.py,canon,other,python,210,7.0,8,0,0.006542,0.422661,0.455794,0.267571,4.145,3,0.131
Contract _Sapiens-AI.txt,external,axiom,text,5908,203.0,0,0,0.0,0.505546,0.433046,0.472921,3.736,4,0.796
09_NATIVE_PRODUCT_ARCHITECTURE.md,external,axiom,text,1150,66.0,0,0,0.0,0.490776,0.418276,0.458151,3.669,4,0.252
relational_contract.yaml.txt,external,axiom,text,605,31.0,0,0,0.0,0.480974,0.408474,0.448349,3.625,4,0.066
ciel_rh_control_mini_repo/ciel_rh_control/policy.py,mini_repo,runtime,python,2168,57.0,1,0,0.003615,0.413093,0.466268,0.437022,4.001,4,0.42
04_INVARIANTS_POTENTIALS_AND_ATTRACTORS.md,external,constraint,text,1861,105.0,0,0,0.0,0.380862,0.474362,0.422937,3.511,4,0.316
ciel_rh_control_mini_repo/ciel_rh_control/cli.py,mini_repo,runtime,python,847,23.0,0,3,0.002302,0.393026,0.443394,0.415691,3.804,4,0.022
ciel_rh_control_mini_repo/examples/example_output.json,mini_repo,runtime,text,763,35.0,0,0,0.0,0.391536,0.435036,0.411111,3.66,4,0.446
02_ONTOLOGY_AND_OBSERVABLES.md,external,axiom,text,2523,108.0,0,0,0.0,0.397232,0.424732,0.409607,3.451,4,0.645
ciel-omega-demo-main/main/apps/orbital_manifest_export.py,demo,axiom,python,5852,163.0,0,5,0.002302,0.539519,0.468887,0.407735,3.701,4,0.915
ciel_rh_control_mini_repo/README.md,mini_repo,runtime,text,557,25.0,0,0,0.0,0.387219,0.430719,0.406794,3.641,4,0.539
ciel-omega-demo-main/docs/orbital_manifest.json,demo,axiom,text,10614,307.0,0,0,0.0,0.541011,0.463511,0.406136,3.57,4,0.849
05_ENTITY_REGISTRY_AND_SPHERE_EMBEDDING.md,external,axiom,text,1365,61.0,0,0,0.0,0.389747,0.417247,0.402122,3.417,4,0.89
ciel-omega-demo-main/docs/INDEX.md,demo,axiom,text,1920,66.0,0,0,0.0,0.520776,0.443276,0.385901,3.479,4,0.808
ciel_rh_control_mini_repo/.gitignore,mini_repo,runtime,other,72,,0,0,0.0,0.344,0.3875,0.363575,3.446,4,0.034
ciel_rh_control_mini_repo/pyproject.toml,mini_repo,runtime,toml,307,,0,0,0.0,0.344,0.3875,0.363575,3.446,4,0.625
ciel-omega-demo-main/docs/analogies/TRUTH_ATTRACTOR_ANALOGIES.md,demo,constraint,text,3450,136.0,0,0,0.0,0.414265,0.502765,0.35409,3.336,4,0.396
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/LICENSE,canon,other,other,5137,,0,0,0.0,0.34,0.3625,0.350125,3.926,4,0.43
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/demo_ciel_omega_complete.py,canon,demo_test,python,18268,444.0,0,0,0.002302,0.447761,0.444629,0.346351,4.032,4,0.687
ciel-omega-demo-main/main/kernels/registry.py,demo,axiom,python,1243,41.0,1,8,0.003773,0.430286,0.462934,0.344978,3.528,4,0.184
ciel-omega-demo-main/main/core/ethics.py,demo,constraint,python,680,18.0,1,0,0.002546,0.400101,0.495088,0.342845,3.452,4,0.681
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/demo_validation_fixes.py,canon,demo_test,python,10250,308.0,0,0,0.002302,0.442922,0.43979,0.341513,4.01,4,0.181
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/memory/monolith/__init__.py,canon,memory,python,467,11.0,0,0,0.002302,0.495831,0.521699,0.337472,3.992,4,1.066
ciel-omega-demo-main/main/adam/memory.py,demo,memory,python,4844,130.0,3,0,0.004317,0.411885,0.462932,0.334856,3.571,4,0.067
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/symbolic/__init__.py,canon,vocabulary,python,85,1.0,0,0,0.002302,0.464063,0.547931,0.331803,3.967,4,0.856
ciel-omega-demo-main/main/core/ciel_constants.py,demo,config,python,3515,119.0,6,0,0.006053,0.409237,0.457133,0.33079,3.736,4,0.109
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/bridge/__init__.py,canon,runtime,python,54,1.0,1,0,0.002791,0.485967,0.516683,0.329789,4.014,4,0.737
ciel-omega-demo-main/main/omega/runtime20.py,demo,runtime,python,5652,149.0,0,6,0.002302,0.402335,0.455203,0.326126,3.334,4,0.397
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/config/__init__.py,canon,config,python,575,22.0,0,0,0.002302,0.484461,0.505329,0.323852,3.931,4,0.623
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/runtime/__init__.py,canon,runtime,python,85,1.0,0,0,0.002302,0.480063,0.510431,0.323728,3.93,4,0.128
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/integration/__init__.py,canon,runtime,python,77,1.0,0,0,0.002302,0.480063,0.510431,0.323728,3.93,4,0.258
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/runtime/omega/__init__.py,canon,runtime,python,69,1.0,0,0,0.002302,0.480063,0.510431,0.323728,3.93,4,0.121
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/runtime/agent/__init__.py,canon,runtime,python,89,1.0,0,0,0.002302,0.480063,0.510431,0.323728,3.93,4,0.097
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/ciel/memory/__init__.py,canon,memory,python,159,3.0,0,0,0.002302,0.481258,0.507126,0.322898,3.927,4,0.695
ciel-omega-demo-main/main/core/compute_backend.py,demo,runtime,python,785,28.0,2,0,0.004001,0.394496,0.450213,0.319569,3.455,4,0.155
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/demo_unified_euler.py,canon,demo_test,python,648,23.0,0,0,0.002302,0.409026,0.405894,0.307616,3.858,4,0.765
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/test_m6_1_acceptance.py,canon,demo_test,python,13270,386.0,0,0,0.002302,0.445908,0.392776,0.301999,3.833,4,0.214
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/experiments/intentional_tetra_or/__init__.py,canon,constraint,python,233,5.0,0,0,0.002302,0.514636,0.587504,0.297427,3.812,4,0.7
CIEL_OMEGA_COMPLETE_SYSTEM/euler_demo_output.json,canon,demo_test,text,561,14.0,0,0,0.0,0.395923,0.385923,0.291423,3.661,4,0.958
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/test_grid_stability.py,canon,demo_test,python,4556,141.0,0,0,0.002302,0.432608,0.379476,0.288699,3.773,4,1.024
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/test_alignment_strengthening.py,canon,demo_test,python,3253,100.0,0,0,0.002302,0.428089,0.374957,0.284179,3.752,4,0.802
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/test_defect_minimization.py,canon,demo_test,python,2462,72.0,0,0,0.002302,0.423782,0.37065,0.279873,3.733,4,0.634
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/conftest.py,canon,demo_test,python,238,10.0,0,0,0.002302,0.398677,0.345545,0.254767,3.62,4,1.028
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/orbital/__init__.py,canon,other,python,364,6.0,5,7,0.006223,0.406605,0.44212,0.252587,3.971,4,0.085
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/ciel/__init__.py,canon,other,python,395,12.0,4,0,0.004839,0.406241,0.438735,0.250863,3.859,4,0.913
ciel_rh_control_mini_repo/ciel_rh_control/__init__.py,mini_repo,runtime,python,147,3.0,3,3,0.005951,0.393481,0.451405,0.249547,3.343,4,0.306
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/visualization/__init__.py,canon,ui,python,81,1.0,0,0,0.002302,0.426063,0.410431,0.249028,3.594,4,0.706
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/emotion/cqcl/__init__.py,canon,experiment,python,327,7.0,0,0,0.002302,0.418452,0.41632,0.247493,3.587,4,0.654
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/mathematics/paradoxes/__init__.py,canon,experiment,python,85,1.0,0,0,0.002302,0.400063,0.397931,0.229103,3.505,4,1.064
CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/mathematics/lie4/__init__.py,canon,experiment,python,73,1.0,0,0,0.002302,0.400063,0.397931,0.229103,3.505,4,0.093
